"transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,Year,Month,Quarter,Day,masked_email,masked_phone,Revenue,Discount_Loss"
"3046,807,Steven Li,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-11-01,1,UPI,0.35,StevenLi@outlook.com,6932032530,successful,2025,November,4,1,St*****@outlook.com,69******30,162500.0,87500.0"
"3047,88,Alex Mccullough,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-11-10,5,NetBanking,0.3,Alex23@gmail.com,9505984131,successful,2025,November,4,10,Al*****@gmail.com,95******31,157500.0,67500.0"
"3048,565,Craig Moore,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-12-28,2,Cash,0.2,CraigMoore@gmail.com,9983242911,successful,2025,December,4,28,Cr*****@gmail.com,99******11,2080.0,520.0"
"3049,259,Kevin Ramirez,109,65000.0,REFRIGERATOR,Home Appliances,online,Hyderabad,2026-03-25,4,UPI,0.15,KevinRamirez@outlook.com,8654718185,successful,2026,March,1,25,Ke*****@outlook.com,86******85,221000.0,39000.0"
"3049,259,Kevin Ramirez,109,65000.0,REFRIGERATOR,Home Appliances,online,Hyderabad,2026-03-25,4,UPI,0.15,KevinRamirez@outlook.com,8654718185,failed,2026,March,1,25,Ke*****@outlook.com,86******85,221000.0,39000.0"
"3050,648,Samantha Barrett,108,15000.0,mixer grinder,Home Appliances,offline,Hyderabad,2025-07-27,5,Card,0.35,SamanthaBarrett@outlook.com,9246408096,successful,2025,July,3,27,Sa*****@outlook.com,92******96,48750.0,26250.0"
"3051,387,Kenneth Rocha,105,45000.0,tv,Electronics,online,Mumbai,2025-11-01,3,Card,0.25,KennethRocha@outlook.com,6385183283,successful,2025,November,4,1,Ke*****@outlook.com,63******83,101250.0,33750.0"
"3052,747,Laura Edwards,104,8000.0,shoes,Clothing,online,Bangalore,2025-10-28,3,NetBanking,0.1,LauraEdwards@yahoo.com,6975755369,successful,2025,October,4,28,La*****@yahoo.com,69******69,21600.0,2400.0"
"3053,391,Catherine Beard,101,250000.0,LAPTOP,Electronics,offline,Mumbai,2025-08-15,3,NetBanking,0.1,Catherine33@gmail.com,9225547305,successful,2025,August,3,15,Ca*****@gmail.com,92******05,675000.0,75000.0"
"3054,92,Kelly Chang,108,15000.0,mixer grinder,Home Appliances,online,Chennai,2025-07-17,1,Cash,0.25,KellyChang@yahoo.com,9459399379,successful,2025,July,3,17,Ke*****@yahoo.com,94******79,11250.0,3750.0"
"3055,63,Joseph Little,101,250000.0,laptop,Electronics,offline,Mumbai,2025-11-26,4,Card,0.1,JosephLittle@yahoo.com,7793820553,successful,2025,November,4,26,Jo*****@yahoo.com,77******53,900000.0,100000.0"
"3055,63,Joseph Little,101,250000.0,laptop,Electronics,offline,Mumbai,2025-11-26,4,Card,0.1,JosephLittle@yahoo.com,7793820553,failed,2025,November,4,26,Jo*****@yahoo.com,77******53,900000.0,100000.0"
"3056,557,Joseph Cowan,102,70000.0,PHONE,Electronics,online,Hyderabad,2025-09-25,5,UPI,0.25,JosephCowan@gmail.com,6442999909,successful,2025,September,3,25,Jo*****@gmail.com,64******09,262500.0,87500.0"
"3057,820,Mary Goodwin,105,45000.0,TV,Electronics,online,Delhi,2026-04-15,2,Card,0.3,MaryGoodwin@yahoo.com,8576869201,successful,2026,April,2,15,Ma*****@yahoo.com,85******01,62999.99999999999,27000.0"
"3058,357,Kimberly Adams,107,50000.0,Dining table,Furniture,offline,Hyderabad,2025-05-11,2,Cash,0.15,KimberlyAdams@gmail.com,8706657851,successful,2025,May,2,11,Ki*****@gmail.com,87******51,85000.0,15000.0"
"3059,734,Melissa Smith,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-04-30,2,NetBanking,0.2,MelissaSmith@outlook.com,6711938703,successful,2025,April,2,30,Me*****@outlook.com,67******03,104000.0,26000.0"
"3060,199,Marissa Cortez,101,250000.0,laptop,Electronics,offline,Chennai,2026-01-25,4,Card,0.05,Marissa45@gmail.com,6518480400,successful,2026,January,1,25,Ma*****@gmail.com,65******00,950000.0,50000.0"
"3060,199,Marissa Cortez,101,250000.0,laptop,Electronics,offline,Chennai,2026-01-25,4,Card,0.05,Marissa45@gmail.com,6518480400,failed,2026,January,1,25,Ma*****@gmail.com,65******00,950000.0,50000.0"
"3061,203,Samantha Wells,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-05-15,4,NetBanking,0.05,SamanthaWells@gmail.com,6754042545,successful,2025,May,2,15,Sa*****@gmail.com,67******45,247000.0,13000.0"
"3062,765,Eric Gaines,107,50000.0,DINING TABLE,Furniture,online,Bangalore,2025-08-03,2,NetBanking,0.05,EricGaines@yahoo.com,7665911327,successful,2025,August,3,3,Er*****@yahoo.com,76******27,95000.0,5000.0"
"3063,698,Jennifer Mendoza,110,45000.0,microwave,Home Appliances,online,Chennai,2025-05-15,1,Cash,0.4,JenniferMendoza@outlook.com,8547623194,successful,2025,May,2,15,Je*****@outlook.com,85******94,27000.0,18000.0"
"3064,568,Joshua Collins,107,50000.0,Dining table,Furniture,offline,Mumbai,2026-03-06,1,Card,0.25,Joshua22@gmail.com,8173486949,successful,2026,March,1,6,Jo*****@gmail.com,81******49,37500.0,12500.0"
"3065,242,James Pham,109,65000.0,refrigerator,Home Appliances,online,Hyderabad,2025-06-06,4,Card,0.3,JamesPham@yahoo.com,9712783250,successful,2025,June,2,6,Ja*****@yahoo.com,97******50,182000.0,78000.0"
"3066,277,Robert Baker,101,250000.0,LAPTOP,Electronics,offline,Hyderabad,2025-05-31,2,Cash,0.2,RobertBaker@gmail.com,9147949651,successful,2025,May,2,31,Ro*****@gmail.com,91******51,400000.0,100000.0"
"3067,475,Natalie Andrews,105,45000.0,tv,Electronics,offline,Mumbai,2026-02-14,1,NetBanking,0.25,NatalieAndrews@outlook.com,7458709248,successful,2026,February,1,14,Na*****@outlook.com,74******48,33750.0,11250.0"
"3068,662,James Osborn,105,45000.0,tv,Electronics,online,Bangalore,2026-03-17,3,Card,0.4,JamesOsborn@yahoo.com,9922710493,successful,2026,March,1,17,Ja*****@yahoo.com,99******93,81000.0,54000.0"
"3069,941,Chelsea Wallace,102,70000.0,PHONE,Electronics,online,Bangalore,2026-01-04,2,Card,0.05,ChelseaWallace@outlook.com,9617601736,successful,2026,January,1,4,Ch*****@outlook.com,96******36,133000.0,7000.0"
"3069,941,Chelsea Wallace,102,70000.0,PHONE,Electronics,online,Bangalore,2026-01-04,2,Card,0.05,ChelseaWallace@outlook.com,9617601736,failed,2026,January,1,4,Ch*****@outlook.com,96******36,133000.0,7000.0"
"3070,173,Joshua Smith,101,250000.0,laptop,Electronics,online,Delhi,2025-07-20,1,Cash,0.2,JoshuaSmith@outlook.com,9374137378,successful,2025,July,3,20,Jo*****@outlook.com,93******78,200000.0,50000.0"
"3071,86,Rachel Gonzales,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-06-14,2,UPI,0.1,RachelGonzales@yahoo.com,6409395951,successful,2025,June,2,14,Ra*****@yahoo.com,64******51,117000.0,13000.0"
"3072,335,Jacob Evans,104,8000.0,SHOES,Clothing,offline,Mumbai,2025-12-13,5,Card,0.05,JacobEvans@yahoo.com,6483959310,successful,2025,December,4,13,Ja*****@yahoo.com,64******10,38000.0,2000.0"
"3073,303,Derek Rose,109,65000.0,REFRIGERATOR,Home Appliances,offline,Chennai,2025-04-23,5,UPI,0.3,Derek21@gmail.com,9660861211,successful,2025,April,2,23,De*****@gmail.com,96******11,227500.0,97500.0"
"3074,294,Jared Moreno,109,65000.0,REFRIGERATOR,Home Appliances,online,Hyderabad,2025-06-28,2,Cash,0.3,Jared21@gmail.com,6639377809,successful,2025,June,2,28,Ja*****@gmail.com,66******09,91000.0,39000.0"
"3075,513,Brandon Sims,106,80000.0,sofa,Furniture,offline,Chennai,2025-09-27,5,NetBanking,0.2,BrandonSims@outlook.com,7025827219,successful,2025,September,3,27,Br*****@outlook.com,70******19,320000.0,80000.0"
"3076,888,Jade Garza,103,1300.0,shirt,Clothing,online,Hyderabad,2025-06-08,3,Cash,0.1,JadeGarza@outlook.com,6736205623,successful,2025,June,2,8,Ja*****@outlook.com,67******23,3510.0,390.0"
"3077,386,Brittney Moreno,105,45000.0,Tv,Electronics,online,Chennai,2026-02-17,5,Card,0.25,BrittneyMoreno@yahoo.com,9531902269,successful,2026,February,1,17,Br*****@yahoo.com,95******69,168750.0,56250.0"
"3078,436,Jesse Conway,108,15000.0,MIXER GRINDER,Home Appliances,online,Hyderabad,2026-01-25,1,Cash,0.25,JesseConway@gmail.com,8500568681,successful,2026,January,1,25,Je*****@gmail.com,85******81,11250.0,3750.0"
"3079,231,Jason Smith,101,250000.0,LAPTOP,Electronics,online,Hyderabad,2025-05-30,5,Card,0.1,Jason71@gmail.com,7793301499,successful,2025,May,2,30,Ja*****@gmail.com,77******99,1125000.0,125000.0"
"3080,137,Kathleen Douglas,105,45000.0,Tv,Electronics,online,Mumbai,2025-10-02,1,Cash,0.2,KathleenDouglas@yahoo.com,8017596544,successful,2025,October,4,2,Ka*****@yahoo.com,80******44,36000.0,9000.0"
"3081,760,Teresa Ochoa,108,15000.0,MIXER GRINDER,Home Appliances,offline,Mumbai,2026-04-05,1,NetBanking,0.15,TeresaOchoa@yahoo.com,8933471762,successful,2026,April,2,5,Te*****@yahoo.com,89******62,12750.0,2250.0"
"3082,479,Tracy Underwood,101,250000.0,laptop,Electronics,offline,Chennai,2025-11-16,2,UPI,0.2,TracyUnderwood@outlook.com,9686965808,successful,2025,November,4,16,Tr*****@outlook.com,96******08,400000.0,100000.0"
"3083,127,Carlos Hickman,105,45000.0,Tv,Electronics,online,Bangalore,2026-08-02,2,Cash,0.2,CarlosHickman@gmail.com,6093093186,successful,2026,August,3,2,Ca*****@gmail.com,60******86,72000.0,18000.0"
"3084,575,Willie Holloway,103,1300.0,shirt,Clothing,offline,Chennai,2025-08-17,4,NetBanking,0.4,Willie14@gmail.com,7400435939,successful,2025,August,3,17,Wi*****@gmail.com,74******39,3120.0,2080.0"
"3084,575,Willie Holloway,103,1300.0,shirt,Clothing,offline,Chennai,2025-08-17,4,NetBanking,0.4,Willie14@gmail.com,7400435939,failed,2025,August,3,17,Wi*****@gmail.com,74******39,3120.0,2080.0"
"3085,259,Kevin Ramirez,106,80000.0,sofa,Furniture,offline,Hyderabad,2025-05-25,5,Card,0.35,KevinRamirez@outlook.com,8654718185,successful,2025,May,2,25,Ke*****@outlook.com,86******85,260000.0,140000.0"
"3086,469,Michael Garcia,109,65000.0,REFRIGERATOR,Home Appliances,offline,Delhi,2025-10-06,2,NetBanking,0.35,Michael3@gmail.com,7570939516,successful,2025,October,4,6,Mi*****@gmail.com,75******16,84500.0,45500.0"
"3087,540,Amy Cruz,110,45000.0,Microwave,Home Appliances,offline,Delhi,2026-02-16,5,NetBanking,0.1,AmyCruz@gmail.com,7034946867,successful,2026,February,1,16,Am*****@gmail.com,70******67,202500.0,22500.0"
"3087,540,Amy Cruz,110,45000.0,Microwave,Home Appliances,offline,Delhi,2026-02-16,5,NetBanking,0.1,AmyCruz@gmail.com,7034946867,failed,2026,February,1,16,Am*****@gmail.com,70******67,202500.0,22500.0"
"3088,502,Amy Stewart,108,15000.0,mixer grinder,Home Appliances,online,Delhi,2025-11-19,5,NetBanking,0.05,AmyStewart@gmail.com,9928097862,successful,2025,November,4,19,Am*****@gmail.com,99******62,71250.0,3750.0"
"3089,987,Daniel Harper,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-05-10,3,Cash,0.2,DanielHarper@outlook.com,6165551659,successful,2025,May,2,10,Da*****@outlook.com,61******59,156000.0,39000.0"
"3090,42,Michael Swanson,103,1300.0,shirt,Clothing,offline,Hyderabad,2025-09-11,4,Cash,0.3,MichaelSwanson@outlook.com,8981002466,successful,2025,September,3,11,Mi*****@outlook.com,89******66,3639.9999999999995,1560.0"
"3091,208,Matthew Berry,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-04-20,4,Card,0.3,MatthewBerry@gmail.com,8863808727,successful,2025,April,2,20,Ma*****@gmail.com,88******27,125999.99999999999,54000.0"
"3092,596,Douglas Johnson,102,70000.0,PHONE,Electronics,online,Chennai,2025-12-26,3,NetBanking,0.35,Douglas2@gmail.com,8525371050,successful,2025,December,4,26,Do*****@gmail.com,85******50,136500.0,73500.0"
"3093,329,William Jackson,103,1300.0,Shirt,Clothing,online,Mumbai,2025-11-25,2,Card,0.25,WilliamJackson@outlook.com,7805292206,successful,2025,November,4,25,Wi*****@outlook.com,78******06,1950.0,650.0"
"3094,724,Kimberly Winters,107,50000.0,Dining table,Furniture,online,Chennai,2025-11-03,4,NetBanking,0.05,Kimberly55@gmail.com,8442961493,successful,2025,November,4,3,Ki*****@gmail.com,84******93,190000.0,10000.0"
"3095,459,Jason Moreno,104,8000.0,shoes,Clothing,offline,Mumbai,2025-07-06,1,Card,0.35,JasonMoreno@gmail.com,6781402001,successful,2025,July,3,6,Ja*****@gmail.com,67******01,5200.0,2800.0"
"3095,459,Jason Moreno,104,8000.0,shoes,Clothing,offline,Mumbai,2025-07-06,1,Card,0.35,JasonMoreno@gmail.com,6781402001,failed,2025,July,3,6,Ja*****@gmail.com,67******01,5200.0,2800.0"
"3096,342,Jessica Fowler,108,15000.0,Mixer grinder,Home Appliances,online,Hyderabad,2025-08-29,1,UPI,0.25,Jessica96@gmail.com,9944290818,successful,2025,August,3,29,Je*****@gmail.com,99******18,11250.0,3750.0"
"3097,587,Lucas Acosta,104,8000.0,shoes,Clothing,offline,Mumbai,2025-09-16,4,Card,0.35,LucasAcosta@yahoo.com,8069515493,successful,2025,September,3,16,Lu*****@yahoo.com,80******93,20800.0,11200.0"
"3098,390,Erika Knight,107,50000.0,Dining table,Furniture,online,Mumbai,2025-06-03,3,Card,0.25,Erika14@gmail.com,8802577025,successful,2025,June,2,3,Er*****@gmail.com,88******25,112500.0,37500.0"
"3100,563,Robert Baird,109,65000.0,REFRIGERATOR,Home Appliances,online,Hyderabad,2025-09-12,2,NetBanking,0.2,RobertBaird@gmail.com,6493829200,successful,2025,September,3,12,Ro*****@gmail.com,64******00,104000.0,26000.0"
"3101,30,Todd Harding,106,80000.0,SOFA,Furniture,offline,Hyderabad,2026-02-26,5,UPI,0.05,ToddHarding@yahoo.com,7818384621,successful,2026,February,1,26,To*****@yahoo.com,78******21,380000.0,20000.0"
"3102,417,Kristina Lewis,101,250000.0,Laptop,Electronics,offline,Delhi,2025-07-21,3,NetBanking,0.15,KristinaLewis@gmail.com,7869899732,successful,2025,July,3,21,Kr*****@gmail.com,78******32,637500.0,112500.0"
"3103,963,Laura Stevenson,107,50000.0,dining table,Furniture,online,Chennai,2025-10-13,1,UPI,0.05,LauraStevenson@outlook.com,7523734205,successful,2025,October,4,13,La*****@outlook.com,75******05,47500.0,2500.0"
"3104,820,Mary Goodwin,104,8000.0,Shoes,Clothing,online,Delhi,2026-11-01,1,NetBanking,0.2,MaryGoodwin@yahoo.com,8576869201,successful,2026,November,4,1,Ma*****@yahoo.com,85******01,6400.0,1600.0"
"3105,231,Jason Smith,104,8000.0,shoes,Clothing,offline,Hyderabad,2025-08-09,1,NetBanking,0.4,Jason71@gmail.com,7793301499,successful,2025,August,3,9,Ja*****@gmail.com,77******99,4800.0,3200.0"
"3106,51,Cory Ellis,103,1300.0,SHIRT,Clothing,offline,Chennai,2025-11-18,2,Cash,0.15,CoryEllis@gmail.com,7954633422,successful,2025,November,4,18,Co*****@gmail.com,79******22,2210.0,390.0"
"3107,196,Mary Hicks,101,250000.0,laptop,Electronics,online,Chennai,2025-08-04,1,NetBanking,0.25,MaryHicks@gmail.com,7873921272,successful,2025,August,3,4,Ma*****@gmail.com,78******72,187500.0,62500.0"
"3109,45,Tasha Baker,105,45000.0,tv,Electronics,online,Delhi,2026-01-26,2,UPI,0.05,TashaBaker@gmail.com,7562005843,successful,2026,January,1,26,Ta*****@gmail.com,75******43,85500.0,4500.0"
"3109,45,Tasha Baker,105,45000.0,tv,Electronics,online,Delhi,2026-01-26,2,UPI,0.05,TashaBaker@gmail.com,7562005843,failed,2026,January,1,26,Ta*****@gmail.com,75******43,85500.0,4500.0"
"3110,788,William Wright,104,8000.0,SHOES,Clothing,offline,Bangalore,2026-03-24,4,NetBanking,0.2,WilliamWright@gmail.com,8502405393,successful,2026,March,1,24,Wi*****@gmail.com,85******93,25600.0,6400.0"
"3112,362,David Wells,108,15000.0,Mixer grinder,Home Appliances,offline,Bangalore,2025-08-05,3,NetBanking,0.25,DavidWells@yahoo.com,7619729722,successful,2025,August,3,5,Da*****@yahoo.com,76******22,33750.0,11250.0"
"3113,64,Sheri Osborne,105,45000.0,Tv,Electronics,online,Mumbai,2025-07-15,1,Cash,0.4,Sheri53@gmail.com,7564569475,successful,2025,July,3,15,Sh*****@gmail.com,75******75,27000.0,18000.0"
"3114,892,Logan Hayes,107,50000.0,dining table,Furniture,online,Mumbai,2026-02-25,1,NetBanking,0.15,LoganHayes@yahoo.com,6461520803,successful,2026,February,1,25,Lo*****@yahoo.com,64******03,42500.0,7500.0"
"3115,190,Heather Martinez,104,8000.0,SHOES,Clothing,online,Chennai,2025-08-02,2,UPI,0.1,HeatherMartinez@gmail.com,9389683476,successful,2025,August,3,2,He*****@gmail.com,93******76,14400.0,1600.0"
"3116,910,Cindy Price,103,1300.0,SHIRT,Clothing,offline,Bangalore,2025-05-22,5,UPI,0.2,CindyPrice@outlook.com,9747501764,successful,2025,May,2,22,Ci*****@outlook.com,97******64,5200.0,1300.0"
"3117,745,Jennifer Weeks,102,70000.0,phone,Electronics,offline,Hyderabad,2025-09-27,4,UPI,0.1,JenniferWeeks@gmail.com,9263102095,successful,2025,September,3,27,Je*****@gmail.com,92******95,252000.0,28000.0"
"3118,297,Susan Hill,102,70000.0,Phone,Electronics,online,Delhi,2025-12-03,1,Cash,0.25,SusanHill@outlook.com,6962432263,successful,2025,December,4,3,Su*****@outlook.com,69******63,52500.0,17500.0"
"3118,297,Susan Hill,102,70000.0,Phone,Electronics,online,Delhi,2025-12-03,1,Cash,0.25,SusanHill@outlook.com,6962432263,failed,2025,December,4,3,Su*****@outlook.com,69******63,52500.0,17500.0"
"3119,563,Robert Baird,104,8000.0,shoes,Clothing,online,Hyderabad,2026-03-26,5,UPI,0.05,RobertBaird@gmail.com,6493829200,successful,2026,March,1,26,Ro*****@gmail.com,64******00,38000.0,2000.0"
"3120,996,Barbara Morris,103,1300.0,shirt,Clothing,offline,Hyderabad,2025-11-23,1,Card,0.25,Barbara54@gmail.com,8799907956,successful,2025,November,4,23,Ba*****@gmail.com,87******56,975.0,325.0"
"3121,252,Shannon Dennis,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-08-19,5,Cash,0.4,Shannon37@gmail.com,6229767631,successful,2025,August,3,19,Sh*****@gmail.com,62******31,210000.0,140000.0"
"3122,877,John Warren,102,70000.0,phone,Electronics,offline,Hyderabad,2025-07-12,1,UPI,0.2,John35@gmail.com,8098700546,successful,2025,July,3,12,Jo*****@gmail.com,80******46,56000.0,14000.0"
"3123,313,Mary Lowe,108,15000.0,mixer grinder,Home Appliances,online,Delhi,2025-06-26,4,UPI,0.2,MaryLowe@outlook.com,6672302640,successful,2025,June,2,26,Ma*****@outlook.com,66******40,48000.0,12000.0"
"3124,642,Troy Mitchell,105,45000.0,Tv,Electronics,online,Bangalore,2026-01-20,4,NetBanking,0.4,Troy60@gmail.com,8385276968,successful,2026,January,1,20,Tr*****@gmail.com,83******68,108000.0,72000.0"
"3125,565,Craig Moore,107,50000.0,dining table,Furniture,offline,Mumbai,2025-12-04,3,Card,0.05,CraigMoore@gmail.com,9983242911,successful,2025,December,4,4,Cr*****@gmail.com,99******11,142500.0,7500.0"
"3126,264,Kelli Johnson,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-11-01,1,Cash,0.1,Kelli81@gmail.com,9866676731,successful,2026,November,4,1,Ke*****@gmail.com,98******31,40500.0,4500.0"
"3127,237,Jamie Casey,109,65000.0,REFRIGERATOR,Home Appliances,online,Mumbai,2026-03-22,4,NetBanking,0.1,JamieCasey@yahoo.com,8424239410,successful,2026,March,1,22,Ja*****@yahoo.com,84******10,234000.0,26000.0"
"3128,396,Connie Edwards,110,45000.0,MICROWAVE,Home Appliances,offline,Hyderabad,2025-11-08,1,Cash,0.05,Connie96@gmail.com,8297615987,successful,2025,November,4,8,Co*****@gmail.com,82******87,42750.0,2250.0"
"3129,912,Brian Randall,108,15000.0,Mixer grinder,Home Appliances,online,Mumbai,2025-10-27,5,Cash,0.05,BrianRandall@yahoo.com,7614413966,successful,2025,October,4,27,Br*****@yahoo.com,76******66,71250.0,3750.0"
"3130,879,Andrew Johnston,105,45000.0,TV,Electronics,offline,Mumbai,2026-03-04,3,UPI,0.3,AndrewJohnston@yahoo.com,9290408466,successful,2026,March,1,4,An*****@yahoo.com,92******66,94500.0,40500.0"
"3130,879,Andrew Johnston,105,45000.0,TV,Electronics,offline,Mumbai,2026-03-04,3,UPI,0.3,AndrewJohnston@yahoo.com,9290408466,failed,2026,March,1,4,An*****@yahoo.com,92******66,94500.0,40500.0"
"3131,796,Jasmine Lopez,102,70000.0,phone,Electronics,online,Bangalore,2025-09-22,4,Cash,0.4,JasmineLopez@outlook.com,9109427917,successful,2025,September,3,22,Ja*****@outlook.com,91******17,168000.0,112000.0"
"3132,362,David Wells,110,45000.0,microwave,Home Appliances,online,Bangalore,2025-10-13,1,Cash,0.2,DavidWells@yahoo.com,7619729722,successful,2025,October,4,13,Da*****@yahoo.com,76******22,36000.0,9000.0"
"3133,788,William Wright,108,15000.0,mixer grinder,Home Appliances,offline,Bangalore,2026-03-19,3,Cash,0.25,WilliamWright@gmail.com,8502405393,successful,2026,March,1,19,Wi*****@gmail.com,85******93,33750.0,11250.0"
"3134,205,Renee Harris,101,250000.0,Laptop,Electronics,online,Mumbai,2026-09-04,1,Cash,0.1,ReneeHarris@gmail.com,9467171150,successful,2026,September,3,4,Re*****@gmail.com,94******50,225000.0,25000.0"
"3135,385,Austin Love,103,1300.0,shirt,Clothing,offline,Hyderabad,2025-10-15,3,Cash,0.3,AustinLove@gmail.com,7223017684,successful,2025,October,4,15,Au*****@gmail.com,72******84,2730.0,1170.0"
"3136,284,Erin Richmond,110,45000.0,microwave,Home Appliances,offline,Chennai,2026-01-05,2,UPI,0.05,ErinRichmond@gmail.com,9295628578,successful,2026,January,1,5,Er*****@gmail.com,92******78,85500.0,4500.0"
"3137,182,Kathleen Castro,107,50000.0,Dining table,Furniture,online,Hyderabad,2026-11-01,3,UPI,0.25,KathleenCastro@outlook.com,8815269367,successful,2026,November,4,1,Ka*****@outlook.com,88******67,112500.0,37500.0"
"3138,998,Joseph Perez,108,15000.0,MIXER GRINDER,Home Appliances,online,Delhi,2025-08-18,5,NetBanking,0.2,Joseph23@gmail.com,6418323136,successful,2025,August,3,18,Jo*****@gmail.com,64******36,60000.0,15000.0"
"3139,169,Angela Dixon,104,8000.0,Shoes,Clothing,online,Mumbai,2026-12-04,4,NetBanking,0.1,AngelaDixon@gmail.com,9766717904,successful,2026,December,4,4,An*****@gmail.com,97******04,28800.0,3200.0"
"3140,391,Catherine Beard,101,250000.0,LAPTOP,Electronics,offline,Mumbai,2026-03-30,5,NetBanking,0.3,Catherine33@gmail.com,9225547305,successful,2026,March,1,30,Ca*****@gmail.com,92******05,875000.0,375000.0"
"3141,62,Sarah Park,108,15000.0,MIXER GRINDER,Home Appliances,offline,Delhi,2026-02-25,3,UPI,0.4,Sarah20@gmail.com,6601305051,successful,2026,February,1,25,Sa*****@gmail.com,66******51,27000.0,18000.0"
"3141,62,Sarah Park,108,15000.0,MIXER GRINDER,Home Appliances,offline,Delhi,2026-02-25,3,UPI,0.4,Sarah20@gmail.com,6601305051,failed,2026,February,1,25,Sa*****@gmail.com,66******51,27000.0,18000.0"
"3142,181,Maria Robinson,102,70000.0,Phone,Electronics,online,Delhi,2025-09-14,3,Cash,0.2,MariaRobinson@gmail.com,8794772717,successful,2025,September,3,14,Ma*****@gmail.com,87******17,168000.0,42000.0"
"3143,216,Patricia Myers,102,70000.0,Phone,Electronics,online,Chennai,2025-04-16,4,UPI,0.1,PatriciaMyers@gmail.com,8860395111,successful,2025,April,2,16,Pa*****@gmail.com,88******11,252000.0,28000.0"
"3144,35,Guy Walker,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-10-27,1,UPI,0.4,Guy67@gmail.com,9516010611,successful,2025,October,4,27,Gu*****@gmail.com,95******11,27000.0,18000.0"
"3144,35,Guy Walker,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-10-27,1,UPI,0.4,Guy67@gmail.com,9516010611,failed,2025,October,4,27,Gu*****@gmail.com,95******11,27000.0,18000.0"
"3145,355,Robert Nelson,108,15000.0,MIXER GRINDER,Home Appliances,offline,Hyderabad,2026-02-07,1,UPI,0.15,RobertNelson@outlook.com,9327881462,successful,2026,February,1,7,Ro*****@outlook.com,93******62,12750.0,2250.0"
"3146,363,Leonard Travis,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-04-12,2,Cash,0.05,LeonardTravis@gmail.com,9034700472,successful,2025,April,2,12,Le*****@gmail.com,90******72,85500.0,4500.0"
"3147,176,Robin Scott,101,250000.0,laptop,Electronics,offline,Chennai,2026-03-24,5,UPI,0.1,RobinScott@outlook.com,6102310905,successful,2026,March,1,24,Ro*****@outlook.com,61******05,1125000.0,125000.0"
"3148,892,Logan Hayes,110,45000.0,microwave,Home Appliances,online,Mumbai,2025-09-02,4,Card,0.15,LoganHayes@yahoo.com,6461520803,successful,2025,September,3,2,Lo*****@yahoo.com,64******03,153000.0,27000.0"
"3149,919,Stephanie White,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-10-25,1,NetBanking,0.25,StephanieWhite@gmail.com,7502238517,successful,2025,October,4,25,St*****@gmail.com,75******17,975.0,325.0"
"3150,756,Juan Mata,104,8000.0,shoes,Clothing,online,Bangalore,2025-08-15,2,Cash,0.4,JuanMata@yahoo.com,6819524818,successful,2025,August,3,15,Ju*****@yahoo.com,68******18,9600.0,6400.0"
"3151,31,Lisa Velazquez,110,45000.0,MICROWAVE,Home Appliances,online,Bangalore,2026-03-25,5,Cash,0.25,LisaVelazquez@yahoo.com,7553035435,successful,2026,March,1,25,Li*****@yahoo.com,75******35,168750.0,56250.0"
"3152,127,Carlos Hickman,109,65000.0,refrigerator,Home Appliances,online,Bangalore,2026-11-03,5,Cash,0.35,CarlosHickman@gmail.com,6093093186,successful,2026,November,4,3,Ca*****@gmail.com,60******86,211250.0,113750.0"
"3153,989,Jason Huerta,107,50000.0,Dining table,Furniture,offline,Chennai,2025-04-28,2,NetBanking,0.3,JasonHuerta@yahoo.com,9500144162,successful,2025,April,2,28,Ja*****@yahoo.com,95******62,70000.0,30000.0"
"3154,40,Kristina Harrell,110,45000.0,MICROWAVE,Home Appliances,online,Hyderabad,2025-07-03,4,UPI,0.1,KristinaHarrell@outlook.com,7404306674,successful,2025,July,3,3,Kr*****@outlook.com,74******74,162000.0,18000.0"
"3155,898,Joseph Tyler,105,45000.0,TV,Electronics,online,Hyderabad,2025-09-22,1,Cash,0.35,JosephTyler@gmail.com,6140222797,successful,2025,September,3,22,Jo*****@gmail.com,61******97,29250.0,15749.999999999998"
"3156,845,Sara Smith,104,8000.0,shoes,Clothing,offline,Chennai,2025-12-25,1,Card,0.05,SaraSmith@outlook.com,6120630226,successful,2025,December,4,25,Sa*****@outlook.com,61******26,7600.0,400.0"
